text,ai
"class Solution {
public:
    ListNode* doubleIt(ListNode* head) {
        ListNode* temp = head;
         ListNode* temp2 = head;
         while(temp->next!=NULL){
             temp2 = temp2->next;
             temp = temp->next;
         }
         temp2->next = head;
         temp = temp2;
         while(temp->next!=NULL){
             temp->val = temp->val*2;
             if(temp->val>9){
                 temp->val = temp->val%10;
                 temp->next->val = temp->next->val+1;
             }
             temp = temp->next;
         }
         if(temp->val>9){
             temp->val = temp->val%10;
             temp->next = new ListNode(1);
         }
         return head;
    }
};",1
"class Solution {
    public int maximumScore(List<Integer> nums, int k) {
        int n = nums.size();
        int[][] dp = new int[n][k + 1];
        for(int i = 0; i < n; i++)
            Arrays.fill(dp[i], -1);
        return dfs(nums, 0, k, dp);
    }
    public int dfs(List<Integer> nums, int i, int k, int[][] dp){
        if(i == nums.size())
            return 1;
        if(k == 0)
            return 0;
        if(dp[i][k] != -1)
            return dp[i][k];
        int ans = 0;
        for(int j = i; j < nums.size(); j++){
            ans = Math.max(ans, nums.get(j) * dfs(nums, j + 1, k - 1, dp));
        }
        return dp[i][k] = ans;
    }
}",1
"class Solution:
    def maximumScore(self, nums: List[int], k: int) -> int:
        def prime_score(num):
            prime_factors = set()
            while num > 1:
                for i in range(2, num + 1):
                    if num % i == 0:
                        prime_factors.add(i)
                        num //= i
                        break
            return len(prime_factors)
        
        n = len(nums)
        dp = [[0] * n for _ in range(k + 1)]
        dp[0][0] = 1
        for i in range(1, k + 1):
            for j in range(1, n):
                for k in range(j):
                    if prime_score(nums[k]) > prime_score(nums[j]):
                        dp[i][j] = max(dp[i][j], dp[i - 1][k] * nums[j])
                    else:
                        dp[i][j] = max(dp[i][j], dp[i][k] * nums[j])
        return dp[k][n - 1] % (10 ** 9 + 7)",1
"class Solution {
public:
    int maximumScore(vector<int>& nums, int k) { 
       int n = nums.size();
        vector<int> primes;
        for(int i = 2; i <= n; i++){
            bool isPrime = true;
            for(int j = 2; j <= sqrt(i); j++){
                if(i % j == 0){
                    isPrime = false;
                    break;
                }
            }
            if(isPrime){
                primes.push_back(i);
            }
        }
        vector<int> dp(n + 1, 0);
        dp[0] = 1;
        for(int i = 1; i <= n; i++){
            for(int j = 0; j < primes.size(); j++){
                if(primes[j] <= nums[i - 1]){
                    dp[i] = (dp[i] + dp[i - 1]) % MOD;
                }
            }
        }
        int ans = 0;
        for(int i = 0; i <= n; i++){
            for(int j = 0; j <= n; j++){
                if(i + j <= n){
                    ans = (ans + dp[i] * dp[n - i - j] % MOD) % MOD;
                }
            }
        }
        return ans;
    }
    
    int MOD = 1e9 + 7;
};",1
"class Solution {
    public long findMaximumElegance(int[][] items, int k) {
        int n = items.length;
        long[][] dp = new long[n + 1][k + 1];
        for (int i = 1; i <= n; i++) {
            int profit = items[i - 1][0];
            int category = items[i - 1][1];
            for (int j = 1; j <= k; j++) {
                dp[i][j] = Math.max(dp[i - 1][j], dp[i - 1][j - 1] + profit);
                if (category != items[i - 1][1]) {
                    dp[i][j] = Math.max(dp[i][j], dp[i - 1][j] + profit);
                }
            }
        }
        long max = 0;
        for (int i = 1; i <= k; i++) {
            max = Math.max(max, dp[n][i]);
        }
        return max;
    }
}",1
"class Solution:
    def findMaximumElegance(self, items: List[List[int]], k: int) -> int:
        n = len(items)
        profit = [0] * n
        category = [0] * n
        for i in range(n):
            profit[i] = items[i][0]
            category[i] = items[i][1]
        profit.sort(reverse=True)
        category.sort(reverse=True)
        profit = profit[:k]
        category = category[:k]
        
        profit_set = set(profit)
        category_set = set(category)
        
        profit_sum = sum(profit)
        category_sum = sum(category)
        
        return profit_sum + category_sum ** 2",1
"class Solution {
public:
    long long findMaximumElegance(vector<vector<int>>& items, int k) {
        int n = items.size();
        vector<int> profit(n);
        vector<int> category(n);
        
        for(int i = 0; i < n; i++){
            profit[i] = items[i][0];
            category[i] = items[i][1];
        }
        
        sort(profit.begin(), profit.end());
        sort(category.begin(), category.end());
        
        int max_elegance = 0;
        
        for(int i = 0; i < n; i++){
            int j = i + k - 1;
            if(j >= n) break;
            
            int total_profit = profit[j] - profit[i];
            int distinct_categories = upper_bound(category.begin(), category.end(), category[j]) - upper_bound(category.begin(), category.end(), category[i]);
            
            max_elegance = max(max_elegance, total_profit + distinct_categories * distinct_categories);
        }
        
        return max_elegance;
    }
};",1
"public class Solution{
    public int maxSum(int[] nums) {
        int max = -1;
        for(int i = 0; i < nums.length; i++) {
            for(int j = i + 1; j < nums.length;
                    j++) {
                if(nums[i] % 10 == nums[j] % 10) {
                    max = Math.max(max, nums[i] + nums[j]);
                }
            }
            
        }
        return max;
        
    }
    
}",1
"class Solution:
    def maxSum(self, nums: List[int]) -> int:
        nums.sort(reverse=True)
        for i in range(len(nums)-1):
            if nums[i]%10==nums[i+1]%10:
                return nums[i]+nums[i+1]
        return -1",1
"class Solution {
public:
    int maxSum(vector<int>& nums) {
        int ans = -1;
        int n = nums.size();
        for(int i = 0; i < n; i++){
            for(int j = i + 1; j < n; j++){
                if(nums[i] % 10 == nums[j] % 10){
                    ans = max(ans, nums[i] + nums[j]);
                    break;
                }
            }
        }
        return ans;
    }
};",1
"public class Solution {
    public String finalString(String s) {
        StringBuilder sb = new StringBuilder();
        for (int i = 0; i < s.length(); i++) {
            char c = s.charAt(i);
            if (c == 'i') {
                sb.append(s.substring(i));
                break;
            }
            sb.append(c);
        }
        return sb.toString();
        
    }
    
}",1
"class Solution:
    def finalString(self, s: str) -> str:
        ans = """"
        for i in range(len(s)):
            if s[i] == 'i':
                ans = ans[:-1]
            else:
                ans += s[i]
        return ans",1
"class Solution {
public:
    string finalString(string s) {
        string ans="""";
        for(int i=0;i<s.length();i++){
            if(s[i]=='i'){
                reverse(ans.begin(),ans.end());
                ans="""";
                continue;
            }
            ans+=s[i];
        }
        return ans;
    }
};",1
"class Solution {
    public int minAbsoluteDifference(List<Integer> nums, int x) {
        int min = Integer.MAX_VALUE;
        int n = nums.size();
        for (int i = 0; i < n; i++) {
            for (int j = i + 1; j < n; j++) {
                if (Math.abs(i - j) >= x) {
                    min = Math.min(min, Math.abs(nums.get(i) - nums.get(j)));
                }
            }
        }
        return min;
        
    }
    
}",1
"class Solution:
    def minAbsoluteDifference(self, nums: List[int], x: int) -> int:
        nums.sort()
        ans = float('inf')
        for i in range(len(nums)):
            j = bisect_left(nums, nums[i] + x)
            if j < len(nums):
                ans = min(ans, nums[j] - nums[i])
            if i + 1 < len(nums):
                ans = min(ans, nums[i + 1] - nums[i])
        return ans",1
"class Solution {
public:
    int minAbsoluteDifference(vector<int>& nums, int x) {
        int n = nums.size();
        int ans = INT_MAX;
        for(int i = 0; i < n; i++){
            for(int j = i + 1; j < n; j++){
                if(abs(nums[i] - nums[j]) >= x){
                    ans = min(ans, abs(nums[i] - nums[j]));
                    break;
                }
            }
        }
        return ans;
    }
};",1
"class Solution {
    public ListNode doubleIt(ListNode head) {
        ListNode curr = head;
        while (curr != null) {
            curr.val *= 2;
            curr = curr.next;
        }
        return head;
        
    }
    
}",1
"class Solution:
    def doubleIt(self, head: Optional[ListNode]) -> Optional[ListNode]:
        if not head:
            return head
        if not head.next:
            head.val *= 2
            return head
        prev = head
        curr = head.next
        while curr:
            curr.val *= 2
            prev = curr
            curr = curr.next
        prev.val *= 2
        return head",1
"class Solution {
public:
    ListNode* doubleIt(ListNode* head) {
        if(head == NULL)
            return NULL;
        ListNode* temp = head;
        while(temp->next != NULL){
            temp->val *= 2;
            temp = temp->next;
            if(temp->next != NULL) {
                temp->val *= 2;
                temp = temp->next;
                continue;
            }
            else {
                break;
            }
        }
        return head;
    }
};",1
"public class Solution {
    public int maximumScore(List<Integer> nums, int k) {
        int n = nums.size();
        int[] primes = new int[n];
        for (int i = 0; i < n; i++) {
            primes[i] = primeFactors(nums.get(i));
            if (primes[i] == 0) primes[i] = 1;
            //System.out.println(primes[i]);
        }
        int[][] dp = new int[n][k + 1];
        for (int i = 0; i < n; i++) {
            dp[i][0] = 1;
        }
        for (int i = 1; i <= k; i++) {
            for (int j = 0; j < n; j++) {
                dp[j][i] = Math.max(dp[j][i - 1], dp[j - 1][i - 1] * primes[j]);
            }
        }
        return dp[n - 1][k];
        
    }
    
    public int primeFactors(int n) {
        int count = 0;
        for (int i = 2; i <= n / i; i++) {
            while (n % i == 0) {
                n /= i;
                count++;
            }
        }
        if (n > 1) count++;
        return count;
    }
    
}",1
"class Solution:
    def maximumScore(self, nums: List[int], k: int) -> int:
        def prime(n):
            if n == 1:
                return False
            for i in range(2, int(n**0.5)+1):
                if n % i == 0:
                    return False
            return True
        ans = 1
        for i in range(k, -1, -1):
            if prime(nums[i]):
                ans *= nums[i]
        for i in range(k+1, len(nums)):
            if prime(nums[i]):
                ans *= nums[i]
        return ans % (10**9 + 7)",1
"class Solution {
public:
    int maximumScore(vector<int>& nums, int k) {
        int n = nums.size();
        int l = k, r = k;
        int score = 1;
        int ans = 0;
        while(l >= 0 || r < n){
            if(l < 0){
                score *= nums[r++];
                ans = max(ans, score);
                continue;
            }
            if(r == n){
                score *= nums[l--];
                ans = max(ans, score);
                continue;
            }
            if(nums[l] < nums[r]){
                score *= nums[l--];
                ans = max(ans, score);
            }
            else{
                score *= nums[r++];
                ans = max(ans, score);
            }
        }
        return ans;
    }
};",1
"public class Solution {
    public int findMaximumElegance(int[][] items, int k) {
        int n = items.length;
        int[] category = new int[n];
        for (int i = 0; i < n; i++) {
            category[i] = items[i][1];
        }
        int[] count = new int[n + 1];
        for (int i = 0; i < n; i++) {
            count[category[i]]++;
        }
        for (int i = 1; i <= n; i++) {
            count[i] += count[i - 1];
        }
        int[] dp = new int[n + 1];
        for (int i = 0; i < n; i++) {
            int index = count[category[i]];
            dp[index] = Math.max(dp[index], dp[index - 1] + items[i][0]);
        }
        return dp[n];
        
    }

}",1
"class Solution:
    def findMaximumElegance(self, items: List[List[int]], k: int) -> int:
        items.sort(key = lambda x: x[1])
        ans = 0
        for i in range(k):
            ans += items[i][0]
        return ans + (k * (k - 1) // 2) * items[k - 1][1]",1
"class Solution {
public:
    long long findMaximumElegance(vector<vector<int>>& items, int k) {
        int n=items.size();
        vector<long long>profit(n);
        vector<long long>category(n);
        for(int i=0;i<n;i++){
            profit[i]=items[i][0];
            category[i]=items[i][1];
        }
        sort(profit.begin(),profit.end());
        sort(category.begin(),category.end());
        long long ans=0;
        long long max_profit=0;
        long long max_category=0;
        for(int i=0;i<n;i++){
            if(i<k){
                max_profit+=profit[i];
                max_category+=category[i];
                ans=max(ans,max_profit+max_category*max_category);
                continue;
            }
            max_profit-=profit[i-k];
            max_profit+=profit[i];
            max_category-=category[i-k];
            max_category+=category[i];
            ans=max(ans,max_profit+max_category*max_category);
        }
        return ans;
    }
};",1
"public class Solution {
    public int maxSum(int[] nums) {
        int max = -1;
        for(int i = 0; i < nums.length; i++){
            for(int j = i+1; j < nums.length;j++){
                if(max < nums[i] + nums[j] && maxDigit(nums[i]) == maxDigit(nums[j])){
                    max = nums[i] + nums[j];
                }
            }
        }
        return max;
    }
    public int maxDigit(int num){
        int max = 0;
        while(num > 0){
            max = Math.max(max, num % 10);
            num /= 10;
        }
        return max;
    }
}",1
"class Solution:
    def maxSum(self, nums: List[int]) -> int:
        maxSum = -1
        maxDigit = [0] * 10
        for num in nums:
            maxDigit[int(str(num)[0])] = max(maxDigit[int(str(num)[0])], num)
        for i in range(10):
            
            for j in range(i, 10):
                if maxDigit[i] and maxDigit[j]:
                    maxSum = max(maxSum, maxDigit[i] + maxDigit[j])
        return maxSum",1
"class Solution {
public:
    int maxSum(vector<int>& nums) {
        int n = nums.size();
        int maxSum = -1;
        unordered_map<int, int> mp;
        for(int i = 0; i < n; i++) {
            int maxDigit = 0;
            int temp = nums[i];
            while(temp) {
                maxDigit = max(maxDigit, temp % 10);
                temp /= 10;
            }
            if(mp.find(maxDigit) != mp.end()) {
                maxSum = max(maxSum, mp[maxDigit] + nums[i]);
                mp[maxDigit] = max(mp[maxDigit], nums[i]);
            } else {
                mp[maxDigit] = nums[i];
            }
        }
        return maxSum;
    }
};",1
"public class Solution {
    public String finalString(String s) {
        StringBuilder sb = new StringBuilder();
        for (int i = 0; i < s.length(); i++) {
            if (s.charAt(i) == 'i') {
                sb.reverse();
            } else {
                sb.append(s.charAt(i));
            }
        }
        return sb.toString();
    }
}",1
"class Solution:
    def finalString(self, s: str) -> str:
        stack = []
        for i in range(len(s)):
            if s[i] == 'i':
                stack.reverse()
            else:
                stack.append(s[i])
        return """".join(stack)",1
"class Solution {
public:
    string finalString(string s) {
        string ans = """";
        int n = s.length();
        int i = 0;
        while(i < n) {
            if(s[i] == 'i') {
                reverse(ans.begin(), ans.end());
            } else {
                ans += s[i];
            }
            i++;
        }
        return ans;
    }
};",1
"class Solution {
    public int minAbsoluteDifference(List<Integer> nums, int x) {
        int min = Integer.MAX_VALUE;
        int n = nums.size();
        for(int i = 0; i < n; i++){
            for(int j = i + x; j < n; j++){
                min = Math.min(min, Math.abs(nums.get(i) - nums.get(j)));
            }
        }
        return min;
    }
}",1
"class Solution:
    def minAbsoluteDifference(self, nums: List[int], x: int) -> int:
        nums.sort()
        n = len(nums)
        res = float('inf')
        for i in range(n):
            j = bisect_left(nums, nums[i] - x, i + 1)
            if j < n:
                res = min(res, abs(nums[i] - nums[j] + x))
            if j > i + 1:
                res = min(res, abs(nums[i] - nums[j - 1] + x))
        return res",1
"class Solution {
public:
    int minAbsoluteDifference(vector<int>& nums, int x) {
        int n = nums.size();
        int ans = INT_MAX;
        for(int i = 0; i < n; i++){
            for(int j = i + x; j < n; j++){
                ans = min(ans, abs(nums[i] - nums[j]));
            }
        }
        return ans;
    }
};",1
"class Solution {
    public ListNode doubleIt(ListNode head) {
        ListNode curr = head;
        ListNode prev = null;
        while(curr != null) {
            ListNode next = curr.next;
            curr.next = prev;
            prev = curr;
            curr = next;
        }
        
        ListNode newHead = prev;
        ListNode newCurr = newHead;
        ListNode carry = null;
        while(newCurr != null) {
            int sum = newCurr.val * 2;
            if(carry != null) {
                sum += carry.val;
                carry = null;
            }
            if(sum > 9) {
                carry = new ListNode(sum / 10);
                sum = sum % 10;
            }
            newCurr.val = sum;
            newCurr = newCurr.next;
        }
        if(carry != null) {
            newCurr = newHead;
            while(newCurr.next != null) {
                newCurr = newCurr.next;
            }
            newCurr.next = carry;
        }
        return reverse(newHead);
    }
    
    public ListNode reverse(ListNode head) {
        ListNode curr = head;
        ListNode prev = null;
        while(curr != null) {
            ListNode next = curr.next;
            curr.next = prev;
            prev = curr;
            curr = next;
        }
        
        return prev;
    }
}",1
"class Solution:
    def doubleIt(self, head: Optional[ListNode]) -> Optional[ListNode]:
        if head is None:
            return None
        if head.next is None:
            head.val = head.val * 2
            return head
        node = head
        while node:
            node.val = node.val * 2
            node = node.next
        node = head
        while node:
            if node.val > 9:
                node.val = node.val % 10
                if node.next is None:
                    node.next = ListNode(1)
                else:
                    node.next.val += 1
            node = node.next
        return head",1
"class Solution {
public:
    ListNode* doubleIt(ListNode* head) {
        ListNode* temp = head;
        ListNode* prev = NULL;
        while(temp != NULL) {
            temp->val *= 2;
            if(temp->val > 9) {
                if(prev == NULL) {
                    ListNode* newHead = new ListNode(1);
                    newHead->next = head;
                    head = newHead;
                    temp->val -= 10;
                } else {
                    prev->val += 1;
                    temp->val -= 10;
                }
            }
            prev = temp;
            temp = temp->next;
        }
        return head;
    }
};",1
"public class Solution {
    public int maximumScore(List<Integer> nums, int k) {
        int n = nums.size();
        int[] left = new int[n];
        int[] right = new int[n];
        Stack<Integer> stack = new Stack<>();
        for (int i = 0; i < n; i++) {
            while (!stack.isEmpty() && nums.get(stack.peek()) >= nums.get(i)) {
                stack.pop();
            }
            left[i] = stack.isEmpty() ? -1 : stack.peek();
            stack.push(i);
        }
        stack.clear();
        for (int i = n - 1; i >= 0; i--) {
            while (!stack.isEmpty() && nums.get(stack.peek()) >= nums.get(i)) {
                stack.pop();
            }
            right[i] = stack.isEmpty() ? n : stack.peek();
            stack.push(i);
        }
        int ans = 0;
        for (int i = 0; i < n; i++) {
            if (left[i] < k && right[i] > k) {
                ans = Math.max(ans, nums.get(i) * (right[i] - left[i] - 1));
            }
        }
        return ans;
    }
}",1
"class Solution:
    def maximumScore(self, nums: List[int], k: int) -> int:
        n = len(nums)
        left, right = k, k
        res = nums[k]
        min_val = nums[k]
        while left > 0 or right < n - 1:
            if left == 0:
                right += 1
            elif right == n - 1:
                left -= 1
            elif nums[left - 1] < nums[right + 1]:
                right += 1
            else:
                left -= 1
            min_val = min(min_val, nums[left], nums[right])
            res = max(res, min_val * (right - left + 1))
        return res",1
"class Solution {
public:
    int maximumScore(vector<int>& nums, int k) {
        int n = nums.size();
        vector<int> left(n, -1), right(n, n);
        stack<int> st;
        for(int i = 0; i < n; i++) {
            while(!st.empty() && nums[st.top()] >= nums[i]) {
                st.pop();
            }
            if(!st.empty()) {
                left[i] = st.top();
            }
            st.push(i);
        }
        while(!st.empty()) {
            st.pop();
        }
        for(int i = n - 1; i >= 0; i--) {
            while(!st.empty() && nums[st.top()] >= nums[i]) {
                st.pop();
            }
            if(!st.empty()) {
                right[i] = st.top();
            }
            st.push(i);
        }
        vector<int> primes(100001, 0);
        for(int i = 2; i <= 100000; i++) {
            if(primes[i] == 0) {
                for(int j = i; j <= 100000; j += i) {
                    primes[j]++;
                }
            }
        }
        vector<int> dp(n, 0);
        for(int i = 0; i < n; i++) {
            dp[i] = nums[i] * (primes[nums[i]] + 1);
        }
        for(int i = 1; i < n; i++) {
            dp[i] = max(dp[i], dp[i - 1]);
        }
        int ans = 0;
        for(int i = 0; i < n; i++) {
            int l = left[i] + 1, r = right[i] - 1;
            if(l <= k && k <= r) {
                ans = max(ans, nums[i] * dp[r]);
            }
            if(l <= k - 1 && k - 1 <= r) {
                ans = max(ans, nums[i] * dp[r]);
            }
            if(l <= k && k <= r + 1) {
                ans = max(ans, nums[i] * dp[r]);
            }
            if(l <= k - 1 && k - 1 <= r + 1) {
                ans = max(ans, nums[i] * dp[r]);
            }
        }
        return ans;
    }
};",1
"public class Solution {
    public int findMaximumElegance(int[][] items, int k) {
        int n = items.length;
        int[] dp = new int[n];
        Arrays.sort(items, (a, b) -> a[0] - b[0]);
        int max = 0;
        for (int i = 0; i < n; i++) {
            int profit = items[i][0];
            int category = items[i][1];
            dp[i] = profit + category * category;
            for (int j = 0; j < i; j++) {
                if (items[j][1] != category) {
                    dp[i] = Math.max(dp[i], dp[j] + profit + category * category);
                }
            }
            if (i >= k - 1) {
                max = Math.max(max, dp[i]);
            }
        }
        return max;
    }
}",1
"class Solution:
    def findMaximumElegance(self, items: List[List[int]], k: int) -> int:
        items.sort(key = lambda x: x[0], reverse = True)
        category = {}
        for i in range(len(items)):
            if items[i][1] not in category:
                category[items[i][1]] = 1
            else:
                category[items[i][1]] += 1
        category = sorted(category.items(), key = lambda x: x[1], reverse = True)
        ans = 0
        for i in range(k):
            ans += items[i][0]
        ans += len(category) ** 2
        return ans",1
"class Solution {
public:
    long long findMaximumElegance(vector<vector<int>>& items, int k) {
        int n = items.size();
        vector<pair<int,int>> v;
        for(int i=0;i<n;i++){
            v.push_back({items[i][0],items[i][1]});
        }
        sort(v.begin(),v.end(),greater<pair<int,int>>());
        int i=0;
        long long ans = 0;
        unordered_map<int,int> mp;
        while(i<n && k>0){
            if(mp[v[i].second]==0){
                ans += v[i].first;
                mp[v[i].second]++;
                k--;
            }
            i++;
        }
        return ans + (k*k);
    }
};",1
"class Solution {
    public int maxSum(int[] nums) {
    int ans = -1;
    Map<Integer,List<Integer>> ump = new HashMap<>();
    for(int i = 0; i < nums.length; ++i){
        int t = nums[i], maxDigit = 0;
        while(t != 0){ //evaluate max digit in the number
            maxDigit = Math.max(t%10, maxDigit);
            t = t/10;
        }
        if(!ump.containsKey(maxDigit)) ump.put(maxDigit, new ArrayList<>());
        ump.get(maxDigit).add(nums[i]); // add the number to the map 
    }
    for(Map.Entry<Integer, List<Integer>> entry: ump.entrySet()){
        entry.getValue().sort(Comparator.reverseOrder()); //to find max two number in each max digit 
        if(entry.getValue().size() >= 2) ans = Math.max(ans, entry.getValue().get(0) + entry.getValue().get(1)); //sum max two number and take max
    }
    return ans;
    }
}",0
"class Solution:
    def maxSum(self, nums: List[int]) -> int:
        max_by_digit = defaultdict(int)
        max_sum = -1

        for num in nums:
            digit = max(str(num))

            if digit in max_by_digit:
                max_sum = max(max_sum, max_by_digit[digit] + num)

            max_by_digit[digit] = max(max_by_digit[digit], num)

        return max_sum",0
"class Solution {
    public:
        int maxSum(vector<int>& nums) {
        int res = -1, max_num[10] = {};
        for (auto num : nums) {
            int max_d = 0;
            for (int v = num; v; v /= 10)
                max_d = max(max_d, v % 10);
            if (max_num[max_d])
                res = max(res, max_num[max_d] + num);
            max_num[max_d] = max(max_num[max_d], num);
        }
        return res;
    }
};",0
"class Solution {
    public String finalString(String s) {
        StringBuilder nm=new StringBuilder();
        for(char c:s.toCharArray())
        {
            if(c=='i')
            {
                nm.reverse();
            }
            else
            {
                nm.append(c);
            }
        }
        return nm.toString();
    }
}",0
"class Solution:
    def finalString(self, s: str) -> str:
        while ""i"" in s:
            index=s.index(""i"")

            #first half and second half
            first=s[:index][::-1]
            second=s[index+1:]

            s="""".join([first,second])
        return s",0
"class Solution {
public:
    string finalString(const string &s) {
        string a, b;
        for (char ch : s)
            if (ch == 'i')
                swap(a, b);
            else
                a += ch;
        return string(rbegin(b), rend(b)) + a;
    }
};",0
"class Solution {
    int minAbsoluteDifference(List<Integer> nums, int x) {
        int ans = Integer.MAX_VALUE;
        TreeSet<Integer> s = new TreeSet<>();
        for(int i = x; i < nums.size(); ++i){
            s.add(nums.get(i-x));
            Integer high = s.ceiling(nums.get(i)), low = s.floor(nums.get(i));
            if(high != null) ans = Math.min(ans, Math.abs(nums.get(i) - high));
            if(low != null) ans = Math.min(ans, Math.abs(nums.get(i) - low));
        }
        return ans;
    }
}",0
"class Solution:
  def minAbsoluteDifference(self, nums: List[int], x: int) -> int:
    if x == 0:
      return 0

    arr, best_dist = SortedList([]), float('inf')
    for i in range(x, len(nums)):
      arr.add(nums[i - x])
      v = nums[i]

      pos = arr.bisect_left(v)
      if pos < len(arr):
        best_dist = min(best_dist, abs(arr[pos] - v))
      if pos > 0:
        best_dist = min(best_dist, abs(arr[pos - 1] - v))
    
    return best_dist",0
"class Solution {
public:
    int minAbsoluteDifference(vector<int>& nums, int x) {
        int ans = INT_MAX;
        set<int> s;
        for(int i = x; i < nums.size(); ++i){
            s.insert(nums[i-x]);
            auto it = s.upper_bound(nums[i]);
            if(it != s.end()) ans = min(ans, abs(nums[i] - *it));
            if(it != s.begin()) ans = min(ans, abs(nums[i] - *prev(it)));
        }
        return ans;
    }
};",0
"class Solution {
    public ListNode doubleIt(ListNode head) {
        if (head.val > 4)
            head = new ListNode(0, head);
        for(ListNode node = head; node != null; node = node.next) {
            node.val = (node.val * 2) % 10;
            if (node.next != null && node.next.val > 4)
                node.val++;
        }
        return head;
    }
}",0
"class Solution:
    def doubleIt(self, head: Optional[ListNode]) -> Optional[ListNode]:
        if head.val > 4:
            head = ListNode(0, head)
        node = head
        while node:
            node.val = (node.val * 2) % 10
            if node.next and node.next.val > 4:
                node.val += 1
            node = node.next
        return head",0
"class Solution {
public:
    ListNode* doubleIt(ListNode* head) {
        if (head->val > 4)
            head = new ListNode(0, head);
        for(ListNode* node = head; node; node = node->next) {
            node->val = (node->val * 2) % 10;
            if (node->next && node->next->val > 4)
                node->val++;
        }
        return head;
    }
};",0
"class Solution {
    static final int MOD = 1000000007;

    public int maximumScore(List<Integer> nums, int k) {
        int n = nums.size();

        int upper = Collections.max(nums) + 1;

        boolean[] prime = new boolean[upper];
        int[] primeScore = new int[upper];
        Arrays.fill(prime, true);
        prime[0] = prime[1] = false;
        for (int i = 2; i < upper; i++) {
            if (prime[i]) {
                for (int j = i; j < upper; j += i) {
                    primeScore[j]++;
                    prime[j] = false;
                }
            }
        }

        int[] nextGreaterElement = new int[n];
        Arrays.fill(nextGreaterElement, n);
        Stack<Integer> s = new Stack<>();
        for (int i = n - 1; i >= 0; i--) {
            while (!s.empty() && primeScore[nums.get(i)] >= primeScore[nums.get(s.peek())]) {
                s.pop();
            }
            nextGreaterElement[i] = s.empty() ? n : s.peek();
            s.push(i);
        }

        int[] prevGreaterOrEqualElement = new int[n];
        Arrays.fill(prevGreaterOrEqualElement, -1);
        s = new Stack<>();
        for (int i = 0; i < n; i++) {
            while (!s.empty() && primeScore[nums.get(i)] > primeScore[nums.get(s.peek())]) {
                s.pop();
            }
            prevGreaterOrEqualElement[i] = s.empty() ? -1 : s.peek();
            s.push(i);
        }

        int res = 1;
        int[][] tuples = new int[n][2];
        for (int i = 0; i < n; i++) {
            tuples[i][0] = nums.get(i);
            tuples[i][1] = i;
        }
        Arrays.sort(tuples, new Comparator<int[]>() {
            public int compare(int[] a, int[] b) {
                return b[0] - a[0];
            }
        });
        for (int i = 0; i < n; i++) {
            int num = tuples[i][0];
            int idx = tuples[i][1];
            int operations = Math.min((idx - prevGreaterOrEqualElement[idx]) * (nextGreaterElement[idx] - idx), k);
            res = (int)((1L * res * pow(num, operations)) % MOD);
            k -= operations;
            if (k == 0) {
                return res;
            }
        }

        return res;
    }

    public int pow(int x, int n) {
        int res = 1;
        while (n > 0) {
            if (n % 2 == 1) {
                res = (int)((1L * res * x) % MOD);
            }
            x = (int)((1L * x * x) % MOD);
            n /= 2;
        }
        return res;
    }
}",0
"class Solution: 
    MOD = 1000000007

    def maximumScore(self, nums: List[int], k: int) -> int:
        n = len(nums)

        upper = max(nums) + 1

        prime = [True]*upper
        prime[0] = prime[1] = False
        primeScore = [0]*upper
        for i in range(2, upper):
            if prime[i]:
                for j in range(i, upper, i):
                    primeScore[j] += 1
                    prime[j] = False

        nextGreaterElement = [n]*n
        s = []
        for i in range(n - 1, -1, -1):
            while s and primeScore[nums[i]] >= primeScore[nums[s[-1]]]:
                s.pop()
            nextGreaterElement[i] = s[-1] if s else n
            s.append(i)

        prevGreaterOrEqualElement = [-1]*n
        s = []
        for i in range(n):
            while s and primeScore[nums[i]] > primeScore[nums[s[-1]]]:
                s.pop()
            prevGreaterOrEqualElement[i] = s[-1] if s else -1
            s.append(i)

        res = 1
        tuples = [[nums[i], i] for i in range(n)]
        tuples.sort(reverse=True)
        for num, idx in tuples:
            operations = min((idx - prevGreaterOrEqualElement[idx]) * (nextGreaterElement[idx] - idx), k)
            res = (res * self.pow(num, operations)) % self.MOD
            k -= operations
            if k == 0:
                return res

        return res

    def pow(self, x: int, n: int) -> int:
        res = 1
        while n > 0:
            if n % 2 == 1:
                res = (res * x) % self.MOD
            x = (x * x) % self.MOD
            n //= 2
        return res",0
